incident_id,location,sub_location,datetime_occurred,hour,part_of_day,crime_type,description,is_user_report,Risk_Label
MUM-2022-09365,Thane,Kopri,12-04-2022 08:01,8,Morning,Theft,Personal belongings taken from a parked two-wheeler outside Kopri while owner shopped nearby.,TRUE,Low
MUM-2023-11087,Juhu,Juhu Beachfront,03-05-2023 05:08,5,Night,Sexual Harassment,A complaint filed about harassment at Juhu Beachfront after an incident on public transport.,FALSE,High
MUM-2023-06694,Andheri West,Versova Market,25-09-2023 08:29,8,Morning,Fraud,Individual reported identity misuse after receiving calls claiming to be bank officials during morning.,FALSE,Medium
MUM-2023-02532,Ghatkopar,R City Area,01-08-2023 13:51,13,Afternoon,Fraud,"A victim reported a suspicious transaction after responding to a message promising returns, linked to a contact based near Ghatkopar.",FALSE,Medium
MUM-2023-17171,Bandra,Bandra Station,09-05-2023 16:30,16,Afternoon,Assault,Two individuals fought near Bandra Station after a verbal dispute escalated late afternoon.,FALSE,High
MUM-2022-13765,Thane,Kopri,03-08-2022 08:03,8,Morning,Fraud,"A victim reported a suspicious transaction after responding to a message promising returns, linked to a contact based near Thane.",FALSE,Medium
MUM-2024-04004,Worli,Prabhadevi Junction,28-06-2024 23:41,23,Night,Theft,Shopkeeper noticed items missing from a stall at Prabhadevi Junction during the night rush.,TRUE,High
MUM-2022-10723,Ghatkopar,R City Area,13-05-2022 17:03,17,Evening,Public Disturbance,Motorists reported reckless driving and honking causing public disturbance near R City Area.,FALSE,Medium
MUM-2022-02321,Dharavi,Lohar Chawl,31-05-2022 20:20,20,Evening,Sexual Harassment,A complaint filed about harassment at Lohar Chawl after an incident on public transport.,FALSE,High
MUM-2024-19886,Ghatkopar,R City Area,02-05-2024 17:06,17,Evening,Public Disturbance,Neighbors complained of a public brawl and property damage in the R City Area area during evening.,FALSE,Medium
MUM-2022-02020,Cuffe Parade,Badhwar Park,22-02-2022 17:31,17,Evening,Burglary,Household electronics stolen after burglars broke into a home on Badhwar Park street.,FALSE,Medium
MUM-2024-10139,Juhu,Santacruz Link Rd,09-03-2024 03:59,3,Night,Public Disturbance,Motorists reported reckless driving and honking causing public disturbance near Santacruz Link Rd.,FALSE,High
MUM-2022-14529,Thane,Vartak Nagar,14-09-2022 06:01,6,Morning,Fraud,Fake rental listing led to advance payment loss for an apartment in Thane.,FALSE,Medium
MUM-2022-00568,Andheri West,Lokhandwala Complex,19-08-2022 19:46,19,Evening,Assault,"A passerby was pushed during a scuffle at Lokhandwala Complex, witnesses report a group confrontation.",FALSE,High
MUM-2022-19420,Worli,Worli Sea Face,26-09-2022 17:43,17,Evening,Burglary,Residential unit in Worli Sea Face reported forced entry; valuables missing from bedroom.,TRUE,High
MUM-2023-12562,Marine Drive,Girgaum Chowpatty,07-09-2023 23:42,23,Night,Theft,A commuter reported a handbag snatched from their bag on a crowded vehicle near Girgaum Chowpatty.,FALSE,High
MUM-2023-18786,Worli,Prabhadevi Junction,11-01-2023 19:32,19,Evening,Burglary,Household electronics stolen after burglars broke into a home on Prabhadevi Junction street.,FALSE,Medium
MUM-2023-04112,Marine Drive,Netaji Subhash Marg,29-09-2023 13:01,13,Afternoon,Public Disturbance,Motorists reported reckless driving and honking causing public disturbance near Netaji Subhash Marg.,FALSE,Low
MUM-2023-15910,Worli,Prabhadevi Junction,21-03-2023 18:36,18,Evening,Theft,Personal belongings taken from a parked two-wheeler outside Prabhadevi Junction while owner shopped nearby.,TRUE,Medium
MUM-2024-04487,Chembur,Chembur Causeway,06-09-2024 06:04,6,Morning,Theft,Personal belongings taken from a parked two-wheeler outside Chembur Causeway while owner shopped nearby.,FALSE,Low
MUM-2023-09587,Chembur,Deonar,19-10-2023 06:37,6,Morning,Theft,A commuter reported a handbag snatched from their bag on a crowded vehicle near Deonar.,TRUE,Low
MUM-2023-14286,Ghatkopar,Station Road,02-09-2023 17:03,17,Evening,Burglary,Household electronics stolen after burglars broke into a home on Station Road street.,FALSE,Medium
MUM-2023-01946,Colaba,Gateway Circle,03-04-2023 06:09,6,Morning,Public Disturbance,Neighbors complained of a public brawl and property damage in the Gateway Circle area during morning.,FALSE,Low
MUM-2023-05170,Chembur,Chembur Causeway,19-07-2023 08:21,8,Morning,Vandalism,"Graffiti and broken windows found at a shopfront in Chembur Causeway, incident likely occurred morning.",FALSE,Low
MUM-2023-13208,Dharavi,Lohar Chawl,07-06-2023 21:23,21,Night,Drug Offense,Reports of drug peddling around a market area at Lohar Chawl prompted a follow-up investigation.,FALSE,High
MUM-2024-17598,Thane,Majiwada,15-06-2024 07:16,7,Morning,Theft,Personal belongings taken from a parked two-wheeler outside Majiwada while owner shopped nearby.,FALSE,Low
MUM-2023-07488,Powai,Hiranandani Gardens,31-05-2023 03:04,3,Night,Armed Robbery,A motorbike-borne duo stopped a pedestrian at Hiranandani Gardens and forcibly stole belongings during late night.,FALSE,High
MUM-2024-10126,Ghatkopar,Kailash Nagar,08-10-2024 20:11,20,Evening,Fraud,Fake rental listing led to advance payment loss for an apartment in Ghatkopar.,FALSE,Medium
MUM-2022-14858,Thane,Ghodbunder Road,28-06-2022 22:22,22,Night,Burglary,Residential unit in Ghodbunder Road reported forced entry; valuables missing from bedroom.,FALSE,High
MUM-2024-02571,Juhu,Santacruz Link Rd,12-01-2024 15:44,15,Afternoon,Assault,"A passerby was pushed during a scuffle at Santacruz Link Rd, witnesses report a group confrontation.",TRUE,High
MUM-2023-08539,Andheri West,Veera Desai Road,09-01-2023 20:39,20,Evening,Assault,"A passerby was pushed during a scuffle at Veera Desai Road, witnesses report a group confrontation.",FALSE,High
MUM-2022-10495,Powai,Hiranandani Gardens,18-03-2022 03:06,3,Night,Burglary,Household electronics stolen after burglars broke into a home on Hiranandani Gardens street.,FALSE,High
MUM-2024-14968,Cuffe Parade,Cuffe Parade Market,26-11-2024 22:23,22,Night,Assault,Two individuals fought near Cuffe Parade Market after a verbal dispute escalated late night.,FALSE,High
MUM-2023-11137,Colaba,Gateway Circle,05-12-2023 19:30,19,Evening,Assault,"A passerby was pushed during a scuffle at Gateway Circle, witnesses report a group confrontation.",FALSE,High
MUM-2023-17443,Bandra,Hill Road,14-09-2023 12:34,12,Afternoon,Drug Offense,Suspected narcotics recovered during a raid in a lane off Hill Road.,FALSE,Medium
MUM-2024-06922,Andheri West,Veera Desai Road,13-02-2024 11:49,11,Morning,Theft,A commuter reported a handbag snatched from their bag on a crowded vehicle near Veera Desai Road.,FALSE,Low
MUM-2022-14434,Juhu,JVPD Scheme,25-06-2022 02:49,2,Night,Drug Offense,Reports of drug peddling around a market area at JVPD Scheme prompted a follow-up investigation.,FALSE,High
MUM-2023-05051,Dharavi,Koliwada,04-02-2023 16:50,16,Afternoon,Theft,Personal belongings taken from a parked two-wheeler outside Koliwada while owner shopped nearby.,FALSE,Low
MUM-2024-19252,Marine Drive,Netaji Subhash Marg,29-06-2024 01:11,1,Night,Assault,"An altercation turned physical outside a popular eatery in Netaji Subhash Marg, leaving the victim with minor injuries.",FALSE,High
MUM-2024-14746,Bandra,Hill Road,09-04-2024 20:02,20,Evening,Assault,Two individuals fought near Hill Road after a verbal dispute escalated late evening.,FALSE,High
MUM-2024-19500,Dharavi,Central Dharavi,07-06-2024 02:49,2,Night,Burglary,Household electronics stolen after burglars broke into a home on Central Dharavi street.,FALSE,High
MUM-2022-08638,Dharavi,Lohar Chawl,08-11-2022 17:18,17,Evening,Assault,Two individuals fought near Lohar Chawl after a verbal dispute escalated late evening.,FALSE,High
MUM-2023-12578,Worli,Lower Parel Border,30-12-2023 19:46,19,Evening,Public Disturbance,"Loud rowdy crowd reported outside a bar at Lower Parel Border, police were called for crowd control.",FALSE,Medium
MUM-2022-04456,Powai,Powai Lake,20-05-2022 08:55,8,Morning,Theft,Personal belongings taken from a parked two-wheeler outside Powai Lake while owner shopped nearby.,TRUE,Low
MUM-2022-18140,Andheri West,Lokhandwala Complex,31-05-2022 02:00,2,Night,Drug Offense,Reports of drug peddling around a market area at Lokhandwala Complex prompted a follow-up investigation.,FALSE,High
MUM-2022-03284,Juhu,Juhu Beachfront,26-11-2022 18:57,18,Evening,Drug Offense,Suspected narcotics recovered during a raid in a lane off Juhu Beachfront.,FALSE,Medium
MUM-2023-12931,Thane,Vartak Nagar,14-12-2023 17:32,17,Evening,Assault,Two individuals fought near Vartak Nagar after a verbal dispute escalated late evening.,FALSE,High
MUM-2022-01139,Juhu,JVPD Scheme,28-12-2022 12:22,12,Afternoon,Public Disturbance,Motorists reported reckless driving and honking causing public disturbance near JVPD Scheme.,FALSE,Low
MUM-2022-12062,Bandra,Hill Road,09-03-2022 12:09,12,Afternoon,Fraud,"A victim reported a suspicious transaction after responding to a message promising returns, linked to a contact based near Bandra.",FALSE,Medium
MUM-2022-10793,Bandra,Hill Road,05-09-2022 14:11,14,Afternoon,Fraud,"A victim reported a suspicious transaction after responding to a message promising returns, linked to a contact based near Bandra.",TRUE,High
MUM-2024-17232,Marine Drive,Girgaum Chowpatty,21-03-2024 23:38,23,Night,Burglary,Residential unit in Girgaum Chowpatty reported forced entry; valuables missing from bedroom.,FALSE,High
MUM-2024-12825,Marine Drive,Wankhede Vicinity,02-12-2024 00:05,0,Night,Sexual Harassment,An individual shouted sexual comments at a person walking alone near Wankhede Vicinity.,FALSE,High
MUM-2024-15114,Juhu,JVPD Scheme,18-06-2024 20:25,20,Evening,Theft,Personal belongings taken from a parked two-wheeler outside JVPD Scheme while owner shopped nearby.,TRUE,Medium
MUM-2024-09393,Juhu,Juhu Beachfront,28-08-2024 07:35,7,Morning,Theft,A commuter reported a phone snatched from their bag on a crowded vehicle near Juhu Beachfront.,FALSE,Low
MUM-2023-12306,Marine Drive,Wankhede Vicinity,24-12-2023 13:02,13,Afternoon,Theft,Personal belongings taken from a parked two-wheeler outside Wankhede Vicinity while owner shopped nearby.,TRUE,Low
MUM-2024-07515,Dharavi,Koliwada,06-01-2024 06:56,6,Morning,Burglary,Household electronics stolen after burglars broke into a home on Koliwada street.,FALSE,Medium
MUM-2023-08461,Colaba,Colaba Causeway,28-11-2023 18:40,18,Evening,Armed Robbery,Armed robbers targeted a convenience shop near Colaba Causeway and escaped before police arrived.,FALSE,High
MUM-2024-02597,Cuffe Parade,Cuffe Parade Promenade,29-03-2024 00:17,0,Night,Theft,A commuter reported a wallet snatched from their bag on a crowded vehicle near Cuffe Parade Promenade.,FALSE,High
MUM-2023-09329,Marine Drive,Netaji Subhash Marg,18-07-2023 02:15,2,Night,Assault,"A passerby was pushed during a scuffle at Netaji Subhash Marg, witnesses report a group confrontation.",FALSE,High
MUM-2024-19690,Thane,Vartak Nagar,12-11-2024 17:44,17,Evening,Assault,"An altercation turned physical outside a popular eatery in Vartak Nagar, leaving the victim with minor injuries.",FALSE,High
MUM-2023-00159,Andheri West,SV Road,29-04-2023 10:35,10,Morning,Theft,A commuter reported a phone snatched from their bag on a crowded vehicle near SV Road.,FALSE,Low
MUM-2023-13714,Andheri West,Lokhandwala Complex,11-06-2023 08:55,8,Morning,Theft,Personal belongings taken from a parked two-wheeler outside Lokhandwala Complex while owner shopped nearby.,FALSE,Low
MUM-2023-02453,Worli,Lower Parel Border,19-06-2023 19:56,19,Evening,Public Disturbance,Motorists reported reckless driving and honking causing public disturbance near Lower Parel Border.,FALSE,Medium
MUM-2024-08538,Bandra,Bandra Station,24-06-2024 23:49,23,Night,Drug Offense,Suspected narcotics recovered during a raid in a lane off Bandra Station.,FALSE,High
MUM-2023-01238,Worli,Prabhadevi Junction,29-11-2023 09:28,9,Morning,Assault,"A passerby was pushed during a scuffle at Prabhadevi Junction, witnesses report a group confrontation.",FALSE,High
MUM-2024-18022,Chembur,Chembur Causeway,10-02-2024 16:12,16,Afternoon,Theft,Personal belongings taken from a parked two-wheeler outside Chembur Causeway while owner shopped nearby.,FALSE,Low
MUM-2023-19563,Dharavi,Koliwada,26-08-2023 12:23,12,Afternoon,Theft,A commuter reported a wallet snatched from their bag on a crowded vehicle near Koliwada.,FALSE,Low
MUM-2024-16284,Worli,Prabhadevi Junction,12-09-2024 09:36,9,Morning,Assault,"An altercation turned physical outside a popular eatery in Prabhadevi Junction, leaving the victim with minor injuries.",FALSE,High
MUM-2022-02061,Ghatkopar,R City Area,02-06-2022 16:27,16,Afternoon,Theft,Personal belongings taken from a parked two-wheeler outside R City Area while owner shopped nearby.,FALSE,Low
MUM-2024-00882,Powai,Hiranandani Gardens,19-12-2024 22:20,22,Night,Burglary,Unauthorized entry into a second-floor flat at Hiranandani Gardens while occupants were away.,TRUE,High
MUM-2023-05872,Cuffe Parade,Cuffe Parade Promenade,04-05-2023 15:21,15,Afternoon,Theft,Shopkeeper noticed items missing from a stall at Cuffe Parade Promenade during the afternoon rush.,FALSE,Low
MUM-2022-03308,Chembur,Tilak Nagar,28-06-2022 10:17,10,Morning,Theft,A commuter reported a handbag snatched from their bag on a crowded vehicle near Tilak Nagar.,FALSE,Low
MUM-2022-17167,Ghatkopar,Kailash Nagar,05-10-2022 02:38,2,Night,Burglary,Residential unit in Kailash Nagar reported forced entry; valuables missing from bedroom.,FALSE,High
MUM-2023-19251,Powai,Powai Lake,31-07-2023 14:39,14,Afternoon,Fraud,"A victim reported a suspicious transaction after responding to a message promising returns, linked to a contact based near Powai.",FALSE,Medium
MUM-2024-07548,Marine Drive,Girgaum Chowpatty,10-02-2024 13:39,13,Afternoon,Theft,Shopkeeper noticed items missing from a stall at Girgaum Chowpatty during the afternoon rush.,FALSE,Low
MUM-2024-04960,Ghatkopar,Kailash Nagar,01-10-2024 21:26,21,Night,Vandalism,Vehicles had tires slashed overnight in the parking lane near Kailash Nagar.,FALSE,High
MUM-2023-07051,Powai,Powai Lake,24-10-2023 21:58,21,Night,Drug Offense,Police detained individuals with small quantities of drugs near Powai Lake during a night check.,TRUE,High
MUM-2023-14857,Ghatkopar,R City Area,16-05-2023 17:41,17,Evening,Public Disturbance,Motorists reported reckless driving and honking causing public disturbance near R City Area.,FALSE,Medium
MUM-2024-00134,Powai,Powai Lake,03-04-2024 18:56,18,Evening,Assault,Two individuals fought near Powai Lake after a verbal dispute escalated late evening.,FALSE,High
MUM-2022-08422,Andheri West,SV Road,24-03-2022 16:35,16,Afternoon,Theft,A commuter reported a phone snatched from their bag on a crowded vehicle near SV Road.,TRUE,Low
MUM-2023-06763,Chembur,Chembur Causeway,21-06-2023 19:44,19,Evening,Theft,A commuter reported a phone snatched from their bag on a crowded vehicle near Chembur Causeway.,FALSE,Medium
MUM-2024-15548,Juhu,JVPD Scheme,31-01-2024 16:46,16,Afternoon,Theft,Personal belongings taken from a parked two-wheeler outside JVPD Scheme while owner shopped nearby.,FALSE,Low
MUM-2022-08562,Thane,Kopri,11-01-2022 00:51,0,Night,Drug Offense,Suspected narcotics recovered during a raid in a lane off Kopri.,FALSE,High
MUM-2024-04803,Andheri West,Veera Desai Road,30-04-2024 05:22,5,Night,Sexual Harassment,Commuter reported inappropriate touching on a crowded bus near Veera Desai Road in the night.,FALSE,High
MUM-2024-07713,Andheri West,Lokhandwala Complex,18-09-2024 09:13,9,Morning,Theft,Personal belongings taken from a parked two-wheeler outside Lokhandwala Complex while owner shopped nearby.,FALSE,Low
MUM-2023-06300,Thane,Vartak Nagar,14-04-2023 17:14,17,Evening,Assault,"A passerby was pushed during a scuffle at Vartak Nagar, witnesses report a group confrontation.",FALSE,High
MUM-2024-15244,Marine Drive,Girgaum Chowpatty,19-05-2024 05:32,5,Night,Armed Robbery,Two masked suspects threatened a store employee with a knife and fled with cash from Girgaum Chowpatty.,FALSE,High
MUM-2023-12415,Colaba,Gateway Circle,24-03-2023 22:08,22,Night,Theft,A commuter reported a laptop bag snatched from their bag on a crowded vehicle near Gateway Circle.,FALSE,High
MUM-2024-18132,Marine Drive,Wankhede Vicinity,08-11-2024 15:48,15,Afternoon,Assault,"An altercation turned physical outside a popular eatery in Wankhede Vicinity, leaving the victim with minor injuries.",FALSE,High
MUM-2023-06506,Powai,Saki Vihar Road,19-04-2023 08:19,8,Morning,Fraud,Fake rental listing led to advance payment loss for an apartment in Powai.,FALSE,Medium
MUM-2024-00409,Colaba,Leopold Cafe Area,23-12-2024 21:53,21,Night,Sexual Harassment,A complaint filed about harassment at Leopold Cafe Area after an incident on public transport.,TRUE,High
MUM-2024-10055,Powai,Powai Lake,16-11-2024 09:20,9,Morning,Public Disturbance,Motorists reported reckless driving and honking causing public disturbance near Powai Lake.,FALSE,Low
MUM-2022-08047,Marine Drive,Netaji Subhash Marg,08-06-2022 20:27,20,Evening,Vandalism,"Public property damaged at Netaji Subhash Marg, including benches and signage.",FALSE,Medium
MUM-2024-08019,Dharavi,Lohar Chawl,21-09-2024 04:35,4,Night,Assault,"An altercation turned physical outside a popular eatery in Lohar Chawl, leaving the victim with minor injuries.",FALSE,High
MUM-2024-15994,Powai,Saki Vihar Road,13-09-2024 19:06,19,Evening,Public Disturbance,"Loud rowdy crowd reported outside a bar at Saki Vihar Road, police were called for crowd control.",FALSE,Medium
MUM-2024-02059,Juhu,Juhu Beachfront,15-11-2024 18:57,18,Evening,Burglary,Household electronics stolen after burglars broke into a home on Juhu Beachfront street.,TRUE,High
MUM-2024-16105,Andheri West,SV Road,04-08-2024 05:56,5,Night,Vandalism,"Graffiti and broken windows found at a shopfront in SV Road, incident likely occurred night.",FALSE,High
MUM-2024-12961,Marine Drive,Girgaum Chowpatty,15-07-2024 19:18,19,Evening,Theft,Personal belongings taken from a parked two-wheeler outside Girgaum Chowpatty while owner shopped nearby.,FALSE,Medium
MUM-2023-09239,Worli,Lower Parel Border,14-12-2023 19:34,19,Evening,Public Disturbance,Motorists reported reckless driving and honking causing public disturbance near Lower Parel Border.,FALSE,Medium
MUM-2022-05099,Colaba,Gateway Circle,21-01-2022 17:59,17,Evening,Assault,"A passerby was pushed during a scuffle at Gateway Circle, witnesses report a group confrontation.",FALSE,High
MUM-2023-16664,Cuffe Parade,Cuffe Parade Market,02-10-2023 02:18,2,Night,Burglary,Residential unit in Cuffe Parade Market reported forced entry; valuables missing from bedroom.,FALSE,High
MUM-2022-07076,Cuffe Parade,Badhwar Park,04-01-2022 12:37,12,Afternoon,Theft,Personal belongings taken from a parked two-wheeler outside Badhwar Park while owner shopped nearby.,FALSE,Low
MUM-2024-08248,Powai,Saki Vihar Road,29-08-2024 17:58,17,Evening,Public Disturbance,Neighbors complained of a public brawl and property damage in the Saki Vihar Road area during evening.,FALSE,Medium
MUM-2023-02765,Cuffe Parade,Badhwar Park,27-10-2023 23:37,23,Night,Theft,Shopkeeper noticed items missing from a stall at Badhwar Park during the night rush.,FALSE,High
MUM-2023-09787,Cuffe Parade,Badhwar Park,06-01-2023 13:43,13,Afternoon,Theft,A commuter reported a phone snatched from their bag on a crowded vehicle near Badhwar Park.,FALSE,Low
MUM-2024-06340,Dharavi,Lohar Chawl,30-04-2024 19:34,19,Evening,Theft,Shopkeeper noticed items missing from a stall at Lohar Chawl during the evening rush.,FALSE,Medium
MUM-2023-06499,Worli,Prabhadevi Junction,12-08-2023 20:35,20,Evening,Theft,Shopkeeper noticed items missing from a stall at Prabhadevi Junction during the evening rush.,TRUE,Medium
MUM-2022-14905,Thane,Ghodbunder Road,20-12-2022 23:38,23,Night,Vandalism,Vehicles had tires slashed overnight in the parking lane near Ghodbunder Road.,FALSE,High
MUM-2023-05822,Worli,Worli Sea Face,12-10-2023 18:58,18,Evening,Assault,"A passerby was pushed during a scuffle at Worli Sea Face, witnesses report a group confrontation.",FALSE,High
MUM-2022-15284,Dharavi,Lohar Chawl,08-07-2022 02:12,2,Night,Assault,"A passerby was pushed during a scuffle at Lohar Chawl, witnesses report a group confrontation.",FALSE,High
MUM-2023-04717,Dharavi,Lohar Chawl,22-10-2023 18:15,18,Evening,Public Disturbance,Motorists reported reckless driving and honking causing public disturbance near Lohar Chawl.,FALSE,Medium
MUM-2023-05046,Colaba,Gateway Circle,17-07-2023 16:24,16,Afternoon,Burglary,Residential unit in Gateway Circle reported forced entry; valuables missing from bedroom.,FALSE,Medium
MUM-2023-02216,Marine Drive,Wankhede Vicinity,26-12-2023 03:30,3,Night,Assault,"An altercation turned physical outside a popular eatery in Wankhede Vicinity, leaving the victim with minor injuries.",TRUE,High
MUM-2022-08966,Cuffe Parade,Cuffe Parade Market,10-08-2022 21:19,21,Night,Burglary,Residential unit in Cuffe Parade Market reported forced entry; valuables missing from bedroom.,FALSE,High
MUM-2023-06995,Chembur,Tilak Nagar,22-07-2023 19:35,19,Evening,Sexual Harassment,Commuter reported inappropriate touching on a crowded bus near Tilak Nagar in the evening.,FALSE,High
MUM-2023-17423,Chembur,Deonar,09-01-2023 11:50,11,Morning,Theft,Shopkeeper noticed items missing from a stall at Deonar during the morning rush.,TRUE,Low
MUM-2024-16669,Powai,Saki Vihar Road,30-11-2024 22:35,22,Night,Vandalism,"Graffiti and broken windows found at a shopfront in Saki Vihar Road, incident likely occurred night.",FALSE,High
MUM-2022-03046,Colaba,Gateway Circle,21-01-2022 17:31,17,Evening,Vandalism,"Graffiti and broken windows found at a shopfront in Gateway Circle, incident likely occurred evening.",FALSE,Medium
MUM-2024-15692,Worli,Lower Parel Border,07-01-2024 19:45,19,Evening,Burglary,Household electronics stolen after burglars broke into a home on Lower Parel Border street.,FALSE,Medium
MUM-2024-01483,Powai,Hiranandani Gardens,20-03-2024 14:21,14,Afternoon,Public Disturbance,"Loud rowdy crowd reported outside a bar at Hiranandani Gardens, police were called for crowd control.",FALSE,Low
MUM-2022-10667,Powai,Powai Lake,11-05-2022 06:58,6,Morning,Theft,A commuter reported a wallet snatched from their bag on a crowded vehicle near Powai Lake.,FALSE,Low
MUM-2024-05043,Marine Drive,Girgaum Chowpatty,10-10-2024 13:31,13,Afternoon,Theft,Personal belongings taken from a parked two-wheeler outside Girgaum Chowpatty while owner shopped nearby.,FALSE,Low
MUM-2022-12557,Bandra,Pali Hill,21-12-2022 22:32,22,Night,Burglary,Unauthorized entry into a second-floor flat at Pali Hill while occupants were away.,FALSE,High
MUM-2024-02944,Marine Drive,Wankhede Vicinity,09-04-2024 21:21,21,Night,Vandalism,"Graffiti and broken windows found at a shopfront in Wankhede Vicinity, incident likely occurred night.",FALSE,High
MUM-2022-18601,Worli,Lower Parel Border,04-02-2022 00:00,0,Night,Assault,Two individuals fought near Lower Parel Border after a verbal dispute escalated late night.,FALSE,High
MUM-2023-14231,Andheri West,Veera Desai Road,12-08-2023 20:55,20,Evening,Theft,Shopkeeper noticed items missing from a stall at Veera Desai Road during the evening rush.,FALSE,Medium
MUM-2022-06633,Cuffe Parade,Cuffe Parade Market,21-11-2022 00:55,0,Night,Burglary,Unauthorized entry into a second-floor flat at Cuffe Parade Market while occupants were away.,FALSE,High
MUM-2022-07722,Cuffe Parade,Badhwar Park,12-04-2022 18:35,18,Evening,Sexual Harassment,Commuter reported inappropriate touching on a crowded bus near Badhwar Park in the evening.,FALSE,High
MUM-2023-05445,Bandra,Bandra Station,23-12-2023 05:46,5,Night,Theft,A commuter reported a handbag snatched from their bag on a crowded vehicle near Bandra Station.,FALSE,High
MUM-2024-17522,Colaba,Leopold Cafe Area,08-10-2024 19:58,19,Evening,Public Disturbance,"Loud rowdy crowd reported outside a bar at Leopold Cafe Area, police were called for crowd control.",FALSE,Medium
MUM-2024-11878,Chembur,Tilak Nagar,22-09-2024 13:49,13,Afternoon,Assault,"A passerby was pushed during a scuffle at Tilak Nagar, witnesses report a group confrontation.",FALSE,High
MUM-2024-19254,Bandra,Carter Road,21-08-2024 04:01,4,Night,Assault,"A passerby was pushed during a scuffle at Carter Road, witnesses report a group confrontation.",FALSE,High
MUM-2024-13409,Thane,Kopri,16-03-2024 00:52,0,Night,Theft,Personal belongings taken from a parked two-wheeler outside Kopri while owner shopped nearby.,FALSE,High
MUM-2023-19781,Bandra,Pali Hill,25-04-2023 06:28,6,Morning,Theft,Personal belongings taken from a parked two-wheeler outside Pali Hill while owner shopped nearby.,FALSE,Low
MUM-2023-18784,Powai,Saki Vihar Road,27-05-2023 02:13,2,Night,Vandalism,"Graffiti and broken windows found at a shopfront in Saki Vihar Road, incident likely occurred night.",FALSE,High
MUM-2023-11215,Bandra,Bandra Station,11-03-2023 10:13,10,Morning,Fraud,Individual reported identity misuse after receiving calls claiming to be bank officials during morning.,FALSE,Medium
MUM-2024-00370,Juhu,Juhu Beachfront,05-02-2024 16:21,16,Afternoon,Theft,A commuter reported a backpack snatched from their bag on a crowded vehicle near Juhu Beachfront.,FALSE,Low
MUM-2023-03694,Dharavi,Lohar Chawl,14-12-2023 21:00,21,Night,Theft,Personal belongings taken from a parked two-wheeler outside Lohar Chawl while owner shopped nearby.,FALSE,High
MUM-2024-02549,Colaba,Leopold Cafe Area,05-08-2024 17:53,17,Evening,Assault,Two individuals fought near Leopold Cafe Area after a verbal dispute escalated late evening.,TRUE,High
MUM-2024-13675,Marine Drive,Wankhede Vicinity,25-12-2024 15:49,15,Afternoon,Cybercrime,Victim reported unauthorized access to an online account after clicking a suspicious link during afternoon.,FALSE,Medium
MUM-2022-00643,Andheri West,Veera Desai Road,17-03-2022 06:03,6,Morning,Theft,Shopkeeper noticed items missing from a stall at Veera Desai Road during the morning rush.,FALSE,Low
MUM-2022-15146,Colaba,Leopold Cafe Area,01-11-2022 19:51,19,Evening,Arson,Small blaze deliberately set to waste pile at Leopold Cafe Area; quick response contained it.,FALSE,High
MUM-2023-12163,Marine Drive,Girgaum Chowpatty,06-01-2023 17:28,17,Evening,Public Disturbance,"Loud rowdy crowd reported outside a bar at Girgaum Chowpatty, police were called for crowd control.",TRUE,Medium
MUM-2024-03470,Worli,Worli Sea Face,07-05-2024 10:05,10,Morning,Theft,Personal belongings taken from a parked two-wheeler outside Worli Sea Face while owner shopped nearby.,FALSE,Low
MUM-2023-15061,Cuffe Parade,Cuffe Parade Market,27-10-2023 08:33,8,Morning,Theft,Shopkeeper noticed items missing from a stall at Cuffe Parade Market during the morning rush.,FALSE,Low
MUM-2022-12460,Bandra,Bandra Station,03-06-2022 11:36,11,Morning,Theft,Shopkeeper noticed items missing from a stall at Bandra Station during the morning rush.,FALSE,Low
MUM-2024-13288,Chembur,Tilak Nagar,02-02-2024 13:32,13,Afternoon,Assault,"A passerby was pushed during a scuffle at Tilak Nagar, witnesses report a group confrontation.",FALSE,High
MUM-2024-16871,Cuffe Parade,Cuffe Parade Market,04-08-2024 01:07,1,Night,Burglary,Household electronics stolen after burglars broke into a home on Cuffe Parade Market street.,TRUE,High
MUM-2024-08884,Powai,Hiranandani Gardens,13-07-2024 21:03,21,Night,Assault,"A passerby was pushed during a scuffle at Hiranandani Gardens, witnesses report a group confrontation.",FALSE,High
MUM-2022-04065,Ghatkopar,Station Road,07-07-2022 16:05,16,Afternoon,Drug Offense,Suspected narcotics recovered during a raid in a lane off Station Road.,FALSE,Medium
MUM-2023-04782,Powai,Powai Lake,19-10-2023 14:36,14,Afternoon,Theft,Personal belongings taken from a parked two-wheeler outside Powai Lake while owner shopped nearby.,FALSE,Low
MUM-2024-01859,Cuffe Parade,Cuffe Parade Market,21-02-2024 22:24,22,Night,Drug Offense,Suspected narcotics recovered during a raid in a lane off Cuffe Parade Market.,TRUE,High
MUM-2024-10734,Colaba,Gateway Circle,01-09-2024 18:00,18,Evening,Burglary,Unauthorized entry into a second-floor flat at Gateway Circle while occupants were away.,TRUE,High
MUM-2022-06580,Dharavi,Lohar Chawl,08-06-2022 18:27,18,Evening,Public Disturbance,Neighbors complained of a public brawl and property damage in the Lohar Chawl area during evening.,FALSE,Medium
MUM-2022-07736,Worli,Prabhadevi Junction,17-11-2022 01:35,1,Night,Burglary,Residential unit in Prabhadevi Junction reported forced entry; valuables missing from bedroom.,TRUE,High
